instant;dteday;season;year;month;hours;holiday;a_week;weather_situation;temp;atemp;humidity;wind_speed;casual;registered;count_cr;category_days;humidity_category
188;09/01/2011;Spring;2011;Jan;2;0;Sunday;Clear;41.000.000.000.000.000;30.300.000.000.000.000;46.0;310.009;0;11;11;weekend;Ideal
189;09/01/2011;Spring;2011;Jan;3;0;Sunday;Clear;41.000.000.000.000.000;37.900.000.000.000.000;46.0;27.999.299.999.999.900;0;4;4;weekend;Ideal
190;09/01/2011;Spring;2011;Jan;4;0;Sunday;Clear;32.800.000.000.000.000;4.545;53.0;12.998.000.000.000.000;0;1;1;weekend;Ideal
191;09/01/2011;Spring;2011;Jan;5;0;Sunday;Clear;32.800.000.000.000.000;4.545;53.0;12.998.000.000.000.000;0;1;1;weekend;Ideal
192;09/01/2011;Spring;2011;Jan;6;0;Sunday;Clear;41.000.000.000.000.000;4.545;49.0;190.012;0;1;1;weekend;Ideal
193;09/01/2011;Spring;2011;Jan;7;0;Sunday;Clear;32.800.000.000.000.000;4.545;53.0;12.998.000.000.000.000;1;5;6;weekend;Ideal
194;09/01/2011;Spring;2011;Jan;8;0;Sunday;Clear;41.000.000.000.000.000;4.545;49.0;190.012;0;10;10;weekend;Ideal
195;09/01/2011;Spring;2011;Jan;9;0;Sunday;Clear;4.92;37.900.000.000.000.000;46.0;350.008;0;19;19;weekend;Ideal
196;09/01/2011;Spring;2011;Jan;10;0;Sunday;Clear;5.74;5.305;43.0;260.027;0;49;49;weekend;Kering
197;09/01/2011;Spring;2011;Jan;11;0;Sunday;Clear;65.600.000.000.000.000;60.600.000.000.000.000;40.0;350.008;2;47;49;weekend;Kering
198;09/01/2011;Spring;2011;Jan;12;0;Sunday;Clear;7.38;6.819.999.999.999.990;37.0;30.002.599.999.999.900;4;79;83;weekend;Kering
199;09/01/2011;Spring;2011;Jan;13;0;Sunday;Clear;8.200.000.000.000.000;8.334.999.999.999.990;34.0;30.002.599.999.999.900;6;69;75;weekend;Kering
200;09/01/2011;Spring;2011;Jan;14;0;Sunday;Clear;9.02;9.09;32.0;310.009;8;64;72;weekend;Kering
201;09/01/2011;Spring;2011;Jan;15;0;Sunday;Clear;9.02;9.85;35.0;239.994;5;77;82;weekend;Kering
202;09/01/2011;Spring;2011;Jan;16;0;Sunday;Clear;8.200.000.000.000.000;8.334.999.999.999.990;34.0;30.002.599.999.999.900;13;79;92;weekend;Kering
203;09/01/2011;Spring;2011;Jan;17;0;Sunday;Clear;7.38;7.575;37.0;260.027;3;59;62;weekend;Kering
204;09/01/2011;Spring;2011;Jan;18;0;Sunday;Clear;65.600.000.000.000.000;6.819.999.999.999.990;40.0;220.028;4;44;48;weekend;Kering
205;09/01/2011;Spring;2011;Jan;19;0;Sunday;Clear;65.600.000.000.000.000;6.819.999.999.999.990;43.0;220.028;1;40;41;weekend;Kering
206;09/01/2011;Spring;2011;Jan;20;0;Sunday;Clear;5.74;60.600.000.000.000.000;46.0;16.997.899.999.999.900;0;38;38;weekend;Ideal
207;09/01/2011;Spring;2011;Jan;21;0;Sunday;Clear;5.74;5.305;46.0;27.999.299.999.999.900;1;19;20;weekend;Ideal
208;09/01/2011;Spring;2011;Jan;22;0;Sunday;Clear;5.74;60.600.000.000.000.000;46.0;19.999.499.999.999.900;5;10;15;weekend;Ideal
209;09/01/2011;Spring;2011;Jan;23;0;Sunday;Clear;4.92;6.819.999.999.999.990;50.0;12.998.000.000.000.000;0;6;6;weekend;Ideal
210;10/01/2011;Spring;2011;Jan;0;0;Monday;Clear;4.92;60.600.000.000.000.000;50.0;190.012;2;3;5;weekdays;Ideal
211;10/01/2011;Spring;2011;Jan;1;0;Monday;Clear;4.92;60.600.000.000.000.000;50.0;190.012;1;0;1;weekdays;Ideal
212;10/01/2011;Spring;2011;Jan;2;0;Monday;Clear;4.92;60.600.000.000.000.000;50.0;15.001.299.999.999.900;0;3;3;weekdays;Ideal
213;10/01/2011;Spring;2011;Jan;3;0;Monday;Clear;4.92;60.600.000.000.000.000;50.0;15.001.299.999.999.900;0;1;1;weekdays;Ideal
214;10/01/2011;Spring;2011;Jan;4;0;Monday;Clear;41.000.000.000.000.000;60.600.000.000.000.000;54.0;89.981;1;2;3;weekdays;Ideal
215;10/01/2011;Spring;2011;Jan;5;0;Monday;Clear;41.000.000.000.000.000;5.305;54.0;16.997.899.999.999.900;0;3;3;weekdays;Ideal
216;10/01/2011;Spring;2011;Jan;6;0;Monday;Clear;4.92;60.600.000.000.000.000;50.0;190.012;0;31;31;weekdays;Ideal
217;10/01/2011;Spring;2011;Jan;7;0;Monday;Clear;4.92;60.600.000.000.000.000;50.0;15.001.299.999.999.900;2;75;77;weekdays;Ideal
218;10/01/2011;Spring;2011;Jan;8;0;Monday;Misty;4.92;60.600.000.000.000.000;50.0;190.012;4;184;188;weekdays;Ideal
219;10/01/2011;Spring;2011;Jan;9;0;Monday;Misty;5.74;60.600.000.000.000.000;50.0;16.997.899.999.999.900;2;92;94;weekdays;Ideal
220;10/01/2011;Spring;2011;Jan;10;0;Monday;Misty;5.74;60.600.000.000.000.000;50.0;19.999.499.999.999.900;0;31;31;weekdays;Ideal
221;10/01/2011;Spring;2011;Jan;11;0;Monday;Misty;65.600.000.000.000.000;6.819.999.999.999.990;47.0;190.012;2;28;30;weekdays;Ideal
222;10/01/2011;Spring;2011;Jan;12;0;Monday;Misty;8.200.000.000.000.000;9.09;40.0;190.012;5;47;52;weekdays;Kering
223;10/01/2011;Spring;2011;Jan;13;0;Monday;Misty;8.200.000.000.000.000;9.09;40.0;190.012;4;50;54;weekdays;Kering
224;10/01/2011;Spring;2011;Jan;14;0;Monday;Misty;8.200.000.000.000.000;9.85;40.0;15.001.299.999.999.900;0;47;47;weekdays;Kering
225;10/01/2011;Spring;2011;Jan;15;0;Monday;Misty;8.200.000.000.000.000;9.85;40.0;15.001.299.999.999.900;2;43;45;weekdays;Kering
226;10/01/2011;Spring;2011;Jan;16;0;Monday;Clear;8.200.000.000.000.000;10.605;40.0;89.981;4;70;74;weekdays;Kering
227;10/01/2011;Spring;2011;Jan;17;0;Monday;Clear;8.200.000.000.000.000;11.365;40.0;70.015;4;174;178;weekdays;Kering
228;10/01/2011;Spring;2011;Jan;18;0;Monday;Clear;8.200.000.000.000.000;9.85;40.0;15.001.299.999.999.900;1;154;155;weekdays;Kering
229;10/01/2011;Spring;2011;Jan;19;0;Monday;Clear;65.600.000.000.000.000;8.334.999.999.999.990;47.0;110.014;3;92;95;weekdays;Ideal
230;10/01/2011;Spring;2011;Jan;20;0;Monday;Clear;65.600.000.000.000.000;8.334.999.999.999.990;50.0;110.014;1;73;74;weekdays;Ideal
231;10/01/2011;Spring;2011;Jan;21;0;Monday;Clear;5.74;6.819.999.999.999.990;59.0;12.998.000.000.000.000;1;37;38;weekdays;Ideal
232;10/01/2011;Spring;2011;Jan;22;0;Monday;Clear;5.74;7.575;59.0;110.014;2;22;24;weekdays;Ideal
233;10/01/2011;Spring;2011;Jan;23;0;Monday;Clear;5.74;7.575;59.0;110.014;0;18;18;weekdays;Ideal
234;11/01/2011;Spring;2011;Jan;0;0;Tuesday;Clear;5.74;8.334.999.999.999.990;59.0;70.015;2;10;12;weekdays;Ideal
235;11/01/2011;Spring;2011;Jan;1;0;Tuesday;Clear;5.74;7.575;59.0;110.014;0;3;3;weekdays;Ideal
236;11/01/2011;Spring;2011;Jan;2;0;Tuesday;Misty;65.600.000.000.000.000;7.575;5.500.000.000.000.000;12.998.000.000.000.000;0;3;3;weekdays;Ideal
237;11/01/2011;Spring;2011;Jan;5;0;Tuesday;Misty;65.600.000.000.000.000;9.09;5.500.000.000.000.000;89.981;0;6;6;weekdays;Ideal
238;11/01/2011;Spring;2011;Jan;6;0;Tuesday;Misty;65.600.000.000.000.000;9.09;5.500.000.000.000.000;89.981;0;27;27;weekdays;Ideal
239;11/01/2011;Spring;2011;Jan;7;0;Tuesday;Misty;65.600.000.000.000.000;11.365;5.500.000.000.000.000;0.0;2;97;99;weekdays;Ideal
240;11/01/2011;Spring;2011;Jan;8;0;Tuesday;Misty;7.38;10.605;51.0;60.032;3;214;217;weekdays;Ideal
241;11/01/2011;Spring;2011;Jan;9;0;Tuesday;Misty;7.38;9.85;51.0;110.014;3;127;130;weekdays;Ideal
242;11/01/2011;Spring;2011;Jan;10;0;Tuesday;Misty;8.200.000.000.000.000;10.605;51.0;110.014;3;51;54;weekdays;Ideal
243;11/01/2011;Spring;2011;Jan;11;0;Tuesday;Misty;8.200.000.000.000.000;10.605;47.0;89.981;4;31;35;weekdays;Ideal
244;11/01/2011;Spring;2011;Jan;12;0;Tuesday;Misty;8.200.000.000.000.000;11.365;51.0;70.015;2;55;57;weekdays;Ideal
245;11/01/2011;Spring;2011;Jan;13;0;Tuesday;Misty;8.200.000.000.000.000;11.365;59.0;60.032;6;46;52;weekdays;Ideal
246;11/01/2011;Spring;2011;Jan;14;0;Tuesday;Misty;8.200.000.000.000.000;11.365;59.0;60.032;3;60;63;weekdays;Ideal
247;11/01/2011;Spring;2011;Jan;15;0;Tuesday;Misty;65.600.000.000.000.000;9.85;80.0;60.032;2;45;47;weekdays;Lembab
248;11/01/2011;Spring;2011;Jan;16;0;Tuesday;Misty;65.600.000.000.000.000;7.575;86.0;15.001.299.999.999.900;4;72;76;weekdays;Lembab
249;11/01/2011;Spring;2011;Jan;17;0;Tuesday;Misty;65.600.000.000.000.000;7.575;86.0;15.001.299.999.999.900;6;130;136;weekdays;Lembab
250;11/01/2011;Spring;2011;Jan;18;0;Tuesday;Light_Rainsnow;65.600.000.000.000.000;9.09;93.0;70.015;1;94;95;weekdays;Lembab
251;11/01/2011;Spring;2011;Jan;19;0;Tuesday;Light_Rainsnow;65.600.000.000.000.000;11.365;93.0;0.0;0;51;51;weekdays;Lembab
252;11/01/2011;Spring;2011;Jan;20;0;Tuesday;Light_Rainsnow;65.600.000.000.000.000;7.575;93.0;12.998.000.000.000.000;0;32;32;weekdays;Lembab
253;11/01/2011;Spring;2011;Jan;21;0;Tuesday;Light_Rainsnow;65.600.000.000.000.000;9.85;86.0;60.032;0;20;20;weekdays;Lembab
254;11/01/2011;Spring;2011;Jan;22;0;Tuesday;Light_Rainsnow;65.600.000.000.000.000;9.09;93.0;70.015;1;28;29;weekdays;Lembab
255;11/01/2011;Spring;2011;Jan;23;0;Tuesday;Light_Rainsnow;65.600.000.000.000.000;9.85;93.0;60.032;1;18;19;weekdays;Lembab
256;12/01/2011;Spring;2011;Jan;0;0;Wednesday;Misty;65.600.000.000.000.000;9.85;86.0;60.032;0;7;7;weekdays;Lembab
257;12/01/2011;Spring;2011;Jan;1;0;Wednesday;Misty;65.600.000.000.000.000;9.09;86.0;70.015;0;6;6;weekdays;Lembab
258;12/01/2011;Spring;2011;Jan;2;0;Wednesday;Clear;5.74;7.575;86.0;89.981;0;1;1;weekdays;Lembab
259;12/01/2011;Spring;2011;Jan;5;0;Wednesday;Clear;5.74;7.575;86.0;110.014;0;5;5;weekdays;Lembab
260;12/01/2011;Spring;2011;Jan;6;0;Wednesday;Clear;4.92;7.575;93.0;89.981;0;16;16;weekdays;Lembab
261;12/01/2011;Spring;2011;Jan;7;0;Wednesday;Clear;5.74;7.575;69.0;89.981;0;54;54;weekdays;Lembab
262;12/01/2011;Spring;2011;Jan;8;0;Wednesday;Clear;65.600.000.000.000.000;8.334.999.999.999.990;59.0;110.014;3;125;128;weekdays;Ideal
263;12/01/2011;Spring;2011;Jan;9;0;Wednesday;Clear;65.600.000.000.000.000;6.819.999.999.999.990;59.0;220.028;3;78;81;weekdays;Ideal
264;12/01/2011;Spring;2011;Jan;10;0;Wednesday;Clear;7.38;9.09;5.500.000.000.000.000;15.001.299.999.999.900;0;39;39;weekdays;Ideal
265;12/01/2011;Spring;2011;Jan;11;0;Wednesday;Clear;8.200.000.000.000.000;9.09;51.0;260.027;3;32;35;weekdays;Ideal
266;12/01/2011;Spring;2011;Jan;12;0;Wednesday;Clear;8.200.000.000.000.000;7.575;47.0;39.000.699.999.999.900;3;52;55;weekdays;Ideal
267;12/01/2011;Spring;2011;Jan;13;0;Wednesday;Clear;9.02;9.85;44.0;239.994;0;49;49;weekdays;Kering
268;12/01/2011;Spring;2011;Jan;14;0;Wednesday;Clear;8.200.000.000.000.000;9.09;47.0;220.028;0;44;44;weekdays;Ideal
269;12/01/2011;Spring;2011;Jan;15;0;Wednesday;Clear;8.200.000.000.000.000;8.334.999.999.999.990;47.0;27.999.299.999.999.900;1;48;49;weekdays;Ideal
270;12/01/2011;Spring;2011;Jan;16;0;Wednesday;Clear;9.02;9.85;44.0;220.028;5;63;68;weekdays;Kering
271;12/01/2011;Spring;2011;Jan;17;0;Wednesday;Clear;8.200.000.000.000.000;9.09;47.0;239.994;0;139;139;weekdays;Ideal
272;12/01/2011;Spring;2011;Jan;18;0;Wednesday;Clear;8.200.000.000.000.000;7.575;47.0;350.008;2;135;137;weekdays;Ideal
273;12/01/2011;Spring;2011;Jan;19;0;Wednesday;Clear;7.38;7.575;47.0;27.999.299.999.999.900;1;82;83;weekdays;Ideal
274;12/01/2011;Spring;2011;Jan;20;0;Wednesday;Clear;65.600.000.000.000.000;6.819.999.999.999.990;50.0;220.028;2;54;56;weekdays;Ideal
275;12/01/2011;Spring;2011;Jan;21;0;Wednesday;Clear;65.600.000.000.000.000;6.819.999.999.999.990;5.500.000.000.000.000;220.028;0;57;57;weekdays;Ideal
276;12/01/2011;Spring;2011;Jan;22;0;Wednesday;Clear;65.600.000.000.000.000;60.600.000.000.000.000;5.500.000.000.000.000;30.002.599.999.999.900;1;32;33;weekdays;Ideal
277;12/01/2011;Spring;2011;Jan;23;0;Wednesday;Clear;5.74;5.305;59.0;27.999.299.999.999.900;1;19;20;weekdays;Ideal
278;13/01/2011;Spring;2011;Jan;0;0;Thrusday;Clear;5.74;60.600.000.000.000.000;59.0;190.012;1;6;7;weekdays;Ideal
279;13/01/2011;Spring;2011;Jan;1;0;Thrusday;Clear;5.74;60.600.000.000.000.000;50.0;190.012;0;2;2;weekdays;Ideal
280;13/01/2011;Spring;2011;Jan;2;0;Thrusday;Clear;5.74;60.600.000.000.000.000;50.0;239.994;0;2;2;weekdays;Ideal
281;13/01/2011;Spring;2011;Jan;3;0;Thrusday;Clear;5.74;60.600.000.000.000.000;50.0;220.028;0;3;3;weekdays;Ideal
282;13/01/2011;Spring;2011;Jan;4;0;Thrusday;Clear;5.74;60.600.000.000.000.000;50.0;16.997.899.999.999.900;0;4;4;weekdays;Ideal
283;13/01/2011;Spring;2011;Jan;5;0;Thrusday;Clear;5.74;60.600.000.000.000.000;50.0;19.999.499.999.999.900;0;3;3;weekdays;Ideal
284;13/01/2011;Spring;2011;Jan;6;0;Thrusday;Clear;4.92;7.575;54.0;89.981;0;28;28;weekdays;Ideal
285;13/01/2011;Spring;2011;Jan;7;0;Thrusday;Clear;4.92;7.575;54.0;89.981;0;72;72;weekdays;Ideal
286;13/01/2011;Spring;2011;Jan;8;0;Thrusday;Clear;5.74;6.819.999.999.999.990;50.0;12.998.000.000.000.000;5;197;202;weekdays;Ideal
287;13/01/2011;Spring;2011;Jan;9;0;Thrusday;Clear;5.74;60.600.000.000.000.000;50.0;220.028;2;137;139;weekdays;Ideal
288;13/01/2011;Spring;2011;Jan;10;0;Thrusday;Misty;65.600.000.000.000.000;6.819.999.999.999.990;50.0;239.994;2;36;38;weekdays;Ideal
289;13/01/2011;Spring;2011;Jan;11;0;Thrusday;Misty;8.200.000.000.000.000;8.334.999.999.999.990;44.0;30.002.599.999.999.900;4;33;37;weekdays;Kering
290;13/01/2011;Spring;2011;Jan;12;0;Thrusday;Clear;8.200.000.000.000.000;8.334.999.999.999.990;44.0;27.999.299.999.999.900;3;49;52;weekdays;Kering
291;13/01/2011;Spring;2011;Jan;13;0;Thrusday;Clear;9.02;9.85;41.0;30.002.599.999.999.900;2;81;83;weekdays;Kering
292;13/01/2011;Spring;2011;Jan;14;0;Thrusday;Clear;9.02;9.85;41.0;260.027;3;39;42;weekdays;Kering
293;13/01/2011;Spring;2011;Jan;15;0;Thrusday;Clear;9.84;10.605;38.0;19.999.499.999.999.900;5;55;60;weekdays;Kering
294;13/01/2011;Spring;2011;Jan;16;0;Thrusday;Clear;9.84;10.605;38.0;239.994;2;76;78;weekdays;Kering
295;13/01/2011;Spring;2011;Jan;17;0;Thrusday;Clear;8.200.000.000.000.000;9.09;40.0;190.012;4;158;162;weekdays;Kering
296;13/01/2011;Spring;2011;Jan;18;0;Thrusday;Clear;8.200.000.000.000.000;9.09;40.0;220.028;3;141;144;weekdays;Kering
297;13/01/2011;Spring;2011;Jan;19;0;Thrusday;Clear;65.600.000.000.000.000;7.575;47.0;16.997.899.999.999.900;1;98;99;weekdays;Ideal
298;13/01/2011;Spring;2011;Jan;20;0;Thrusday;Clear;65.600.000.000.000.000;7.575;47.0;15.001.299.999.999.900;0;64;64;weekdays;Ideal
299;13/01/2011;Spring;2011;Jan;21;0;Thrusday;Clear;5.74;60.600.000.000.000.000;46.0;19.999.499.999.999.900;0;40;40;weekdays;Ideal
300;13/01/2011;Spring;2011;Jan;22;0;Thrusday;Clear;5.74;60.600.000.000.000.000;46.0;220.028;0;30;30;weekdays;Ideal
301;13/01/2011;Spring;2011;Jan;23;0;Thrusday;Clear;4.92;6.819.999.999.999.990;50.0;12.998.000.000.000.000;1;14;15;weekdays;Ideal
302;14/01/2011;Spring;2011;Jan;0;0;Friday;Clear;4.92;6.819.999.999.999.990;50.0;12.998.000.000.000.000;0;14;14;weekdays;Ideal
303;14/01/2011;Spring;2011;Jan;1;0;Friday;Clear;41.000.000.000.000.000;60.600.000.000.000.000;54.0;110.014;0;5;5;weekdays;Ideal
304;14/01/2011;Spring;2011;Jan;2;0;Friday;Clear;41.000.000.000.000.000;60.600.000.000.000.000;54.0;89.981;0;1;1;weekdays;Ideal
305;14/01/2011;Spring;2011;Jan;3;0;Friday;Clear;41.000.000.000.000.000;6.819.999.999.999.990;54.0;70.015;0;1;1;weekdays;Ideal
306;14/01/2011;Spring;2011;Jan;5;0;Friday;Clear;41.000.000.000.000.000;6.819.999.999.999.990;54.0;60.032;0;8;8;weekdays;Ideal
307;14/01/2011;Spring;2011;Jan;6;0;Friday;Clear;41.000.000.000.000.000;9.09;54.0;0.0;0;17;17;weekdays;Ideal
308;14/01/2011;Spring;2011;Jan;7;0;Friday;Clear;41.000.000.000.000.000;60.600.000.000.000.000;74.0;110.014;0;70;70;weekdays;Lembab
309;14/01/2011;Spring;2011;Jan;8;0;Friday;Clear;4.92;8.334.999.999.999.990;68.0;0.0;2;156;158;weekdays;Lembab
310;14/01/2011;Spring;2011;Jan;9;0;Friday;Clear;5.74;7.575;69.0;89.981;0;117;117;weekdays;Lembab
311;14/01/2011;Spring;2011;Jan;10;0;Friday;Clear;7.38;9.09;5.500.000.000.000.000;12.998.000.000.000.000;4;40;44;weekdays;Ideal
312;14/01/2011;Spring;2011;Jan;11;0;Friday;Clear;7.38;8.334.999.999.999.990;51.0;190.012;6;47;53;weekdays;Ideal
313;14/01/2011;Spring;2011;Jan;12;0;Friday;Clear;8.200.000.000.000.000;9.85;44.0;16.997.899.999.999.900;2;59;61;weekdays;Kering
314;14/01/2011;Spring;2011;Jan;13;0;Friday;Clear;9.02;9.85;37.0;260.027;4;73;77;weekdays;Kering
315;14/01/2011;Spring;2011;Jan;14;0;Friday;Clear;9.02;10.605;41.0;190.012;5;59;64;weekdays;Kering
316;14/01/2011;Spring;2011;Jan;15;0;Friday;Clear;9.84;12.120.000.000.000.000;38.0;110.014;9;59;68;weekdays;Kering
317;14/01/2011;Spring;2011;Jan;16;0;Friday;Clear;9.02;12.120.000.000.000.000;41.0;70.015;3;87;90;weekdays;Kering
318;14/01/2011;Spring;2011;Jan;17;0;Friday;Clear;9.02;11.365;41.0;110.014;4;155;159;weekdays;Kering
319;14/01/2011;Spring;2011;Jan;18;0;Friday;Clear;8.200.000.000.000.000;12.879.999.999.999.900;47.0;0.0;5;134;139;weekdays;Ideal
320;14/01/2011;Spring;2011;Jan;19;0;Friday;Clear;65.600.000.000.000.000;9.85;59.0;60.032;3;89;92;weekdays;Ideal
321;14/01/2011;Spring;2011;Jan;20;0;Friday;Clear;7.38;12.120.000.000.000.000;59.0;0.0;0;68;68;weekdays;Ideal
322;14/01/2011;Spring;2011;Jan;21;0;Friday;Clear;65.600.000.000.000.000;11.365;69.0;0.0;4;48;52;weekdays;Lembab
323;14/01/2011;Spring;2011;Jan;22;0;Friday;Misty;65.600.000.000.000.000;11.365;69.0;0.0;2;34;36;weekdays;Lembab
324;14/01/2011;Spring;2011;Jan;23;0;Friday;Misty;7.38;12.120.000.000.000.000;5.500.000.000.000.000;0.0;1;26;27;weekdays;Ideal
325;15/01/2011;Spring;2011;Jan;0;0;Saturday;Clear;7.38;12.120.000.000.000.000;5.500.000.000.000.000;0.0;3;25;28;weekend;Ideal
326;15/01/2011;Spring;2011;Jan;1;0;Saturday;Misty;65.600.000.000.000.000;9.85;59.0;60.032;2;18;20;weekend;Ideal
327;15/01/2011;Spring;2011;Jan;2;0;Saturday;Misty;65.600.000.000.000.000;9.85;59.0;60.032;0;12;12;weekend;Ideal
328;15/01/2011;Spring;2011;Jan;3;0;Saturday;Misty;65.600.000.000.000.000;11.365;59.0;0.0;1;7;8;weekend;Ideal
329;15/01/2011;Spring;2011;Jan;4;0;Saturday;Misty;65.600.000.000.000.000;11.365;59.0;0.0;0;5;5;weekend;Ideal
330;15/01/2011;Spring;2011;Jan;5;0;Saturday;Clear;65.600.000.000.000.000;11.365;59.0;0.0;0;1;1;weekend;Ideal
331;15/01/2011;Spring;2011;Jan;6;0;Saturday;Clear;5.74;8.334.999.999.999.990;63.0;70.015;1;2;3;weekend;Ideal
332;15/01/2011;Spring;2011;Jan;7;0;Saturday;Clear;5.74;10.605;63.0;0.0;1;9;10;weekend;Ideal
333;15/01/2011;Spring;2011;Jan;8;0;Saturday;Clear;5.74;7.575;63.0;89.981;1;22;23;weekend;Ideal
334;15/01/2011;Spring;2011;Jan;9;0;Saturday;Clear;65.600.000.000.000.000;9.09;64.0;89.981;2;31;33;weekend;Ideal
335;15/01/2011;Spring;2011;Jan;10;0;Saturday;Clear;7.38;9.85;59.0;110.014;2;57;59;weekend;Ideal
336;15/01/2011;Spring;2011;Jan;11;0;Saturday;Clear;8.200.000.000.000.000;9.85;5.500.000.000.000.000;15.001.299.999.999.900;18;54;72;weekend;Ideal
337;15/01/2011;Spring;2011;Jan;12;0;Saturday;Clear;9.84;11.365;48.0;15.001.299.999.999.900;15;74;89;weekend;Ideal
338;15/01/2011;Spring;2011;Jan;13;0;Saturday;Clear;11.48;12.879.999.999.999.900;38.0;19.999.499.999.999.900;21;80;101;weekend;Kering
339;15/01/2011;Spring;2011;Jan;14;0;Saturday;Clear;12.299.999.999.999.900;14.395;39.0;190.012;26;92;118;weekend;Kering
340;15/01/2011;Spring;2011;Jan;15;0;Saturday;Misty;13.120.000.000.000.000;15.909.999.999.999.900;36.0;12.998.000.000.000.000;21;108;129;weekend;Kering
341;15/01/2011;Spring;2011;Jan;16;0;Saturday;Misty;13.940.000.000.000.000;16.665;34.0;12.998.000.000.000.000;33;95;128;weekend;Kering
342;15/01/2011;Spring;2011;Jan;17;0;Saturday;Misty;13.120.000.000.000.000;15.15;36.0;190.012;29;54;83;weekend;Kering
343;15/01/2011;Spring;2011;Jan;18;0;Saturday;Misty;12.299.999.999.999.900;14.395;45.0;16.997.899.999.999.900;15;69;84;weekend;Ideal
344;15/01/2011;Spring;2011;Jan;19;0;Saturday;Misty;13.120.000.000.000.000;15.15;39.0;16.997.899.999.999.900;14;60;74;weekend;Kering
345;15/01/2011;Spring;2011;Jan;20;0;Saturday;Misty;13.120.000.000.000.000;15.15;39.0;16.997.899.999.999.900;6;35;41;weekend;Kering
346;15/01/2011;Spring;2011;Jan;21;0;Saturday;Misty;13.120.000.000.000.000;15.15;39.0;15.001.299.999.999.900;6;51;57;weekend;Kering
347;15/01/2011;Spring;2011;Jan;22;0;Saturday;Misty;12.299.999.999.999.900;15.909.999.999.999.900;42.0;70.015;0;26;26;weekend;Kering
348;15/01/2011;Spring;2011;Jan;23;0;Saturday;Clear;12.299.999.999.999.900;14.395;45.0;190.012;5;39;44;weekend;Ideal
349;16/01/2011;Spring;2011;Jan;0;0;Sunday;Clear;10.66;15.15;5.600.000.000.000.000;0.0;6;33;39;weekend;Ideal
350;16/01/2011;Spring;2011;Jan;1;0;Sunday;Clear;10.66;13.635;5.600.000.000.000.000;89.981;4;19;23;weekend;Ideal
351;16/01/2011;Spring;2011;Jan;2;0;Sunday;Clear;10.66;14.395;5.600.000.000.000.000;60.032;3;13;16;weekend;Ideal
352;16/01/2011;Spring;2011;Jan;3;0;Sunday;Clear;9.02;13.635;69.0;0.0;9;6;15;weekend;Lembab
353;16/01/2011;Spring;2011;Jan;4;0;Sunday;Clear;10.66;12.879.999.999.999.900;5.600.000.000.000.000;110.014;0;1;1;weekend;Ideal
354;16/01/2011;Spring;2011;Jan;5;0;Sunday;Misty;10.66;12.879.999.999.999.900;5.600.000.000.000.000;110.014;1;1;2;weekend;Ideal
355;16/01/2011;Spring;2011;Jan;6;0;Sunday;Misty;10.66;12.879.999.999.999.900;5.600.000.000.000.000;110.014;0;1;1;weekend;Ideal
356;16/01/2011;Spring;2011;Jan;7;0;Sunday;Misty;9.84;10.605;5.600.000.000.000.000;19.999.499.999.999.900;0;3;3;weekend;Ideal
357;16/01/2011;Spring;2011;Jan;8;0;Sunday;Clear;9.02;10.605;5.500.000.000.000.000;190.012;0;18;18;weekend;Ideal
358;16/01/2011;Spring;2011;Jan;9;0;Sunday;Clear;9.02;10.605;51.0;16.997.899.999.999.900;3;29;32;weekend;Ideal
359;16/01/2011;Spring;2011;Jan;10;0;Sunday;Clear;9.02;10.605;51.0;190.012;8;71;79;weekend;Ideal
360;16/01/2011;Spring;2011;Jan;11;0;Sunday;Clear;9.84;11.365;44.0;16.997.899.999.999.900;23;70;93;weekend;Kering
361;16/01/2011;Spring;2011;Jan;12;0;Sunday;Clear;9.84;10.605;41.0;190.012;29;75;104;weekend;Kering
362;16/01/2011;Spring;2011;Jan;13;0;Sunday;Clear;10.66;11.365;35.0;19.999.499.999.999.900;23;95;118;weekend;Kering
363;16/01/2011;Spring;2011;Jan;14;0;Sunday;Clear;11.48;13.635;36.0;16.997.899.999.999.900;22;69;91;weekend;Kering
364;16/01/2011;Spring;2011;Jan;15;0;Sunday;Clear;10.66;12.120.000.000.000.000;38.0;16.997.899.999.999.900;35;78;113;weekend;Kering
365;16/01/2011;Spring;2011;Jan;16;0;Sunday;Clear;9.84;11.365;38.0;15.001.299.999.999.900;22;77;99;weekend;Kering
366;16/01/2011;Spring;2011;Jan;17;0;Sunday;Clear;9.02;10.605;37.0;16.997.899.999.999.900;23;82;105;weekend;Kering
367;16/01/2011;Spring;2011;Jan;18;0;Sunday;Clear;8.200.000.000.000.000;10.605;40.0;110.014;11;56;67;weekend;Kering
368;16/01/2011;Spring;2011;Jan;19;0;Sunday;Clear;7.38;9.85;47.0;89.981;14;47;61;weekend;Ideal
369;16/01/2011;Spring;2011;Jan;20;0;Sunday;Clear;7.38;9.85;47.0;110.014;7;50;57;weekend;Ideal
370;16/01/2011;Spring;2011;Jan;21;0;Sunday;Clear;7.38;9.85;51.0;110.014;6;22;28;weekend;Ideal
371;16/01/2011;Spring;2011;Jan;22;0;Sunday;Misty;8.200.000.000.000.000;10.605;49.0;89.981;2;19;21;weekend;Ideal
372;16/01/2011;Spring;2011;Jan;23;0;Sunday;Misty;8.200.000.000.000.000;11.365;40.0;70.015;0;18;18;weekend;Kering
